127.0.0.1 - - [23/May/2015:23:12:36 -0300] "GET / HTTP/1.1" 404 961
0:0:0:0:0:0:0:1 - - [23/May/2015:23:27:06 -0300] "GET /ProyectoGestionEduc-Web/RegistrarSueldo.jsp HTTP/1.1" 200 1984
0:0:0:0:0:0:0:1 - - [23/May/2015:23:27:06 -0300] "GET /ProyectoGestionEduc-Web/css/estiloallan.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/May/2015:23:28:05 -0300] "GET /ProyectoGestionEduc-Web/InscribirAlumno.jsp HTTP/1.1" 200 3105
0:0:0:0:0:0:0:1 - - [23/May/2015:23:28:05 -0300] "GET /ProyectoGestionEduc-Web/js/jquery-2.1.4.min.js HTTP/1.1" 404 1053
0:0:0:0:0:0:0:1 - - [23/May/2015:23:28:05 -0300] "GET /ProyectoGestionEduc-Web/css/estiloben.css HTTP/1.1" 200 1766
0:0:0:0:0:0:0:1 - - [23/May/2015:23:29:43 -0300] "GET /ProyectoGestionEduc-Web/CrearCurso.jsp HTTP/1.1" 200 1725
0:0:0:0:0:0:0:1 - - [23/May/2015:23:29:44 -0300] "GET /ProyectoGestionEduc-Web/js/jquery-2.1.4.min.js HTTP/1.1" 404 1053
0:0:0:0:0:0:0:1 - - [23/May/2015:23:29:44 -0300] "GET /ProyectoGestionEduc-Web/css/estilowilfri.css HTTP/1.1" 200 828
0:0:0:0:0:0:0:1 - - [23/May/2015:23:30:39 -0300] "GET /ProyectoGestionEduc-Web/DesactivarCurso.jsp HTTP/1.1" 200 1366
0:0:0:0:0:0:0:1 - - [23/May/2015:23:30:39 -0300] "GET /ProyectoGestionEduc-Web/js/jquery-2.1.4.min.js HTTP/1.1" 404 1053
0:0:0:0:0:0:0:1 - - [23/May/2015:23:31:50 -0300] "GET /ProyectoGestionEduc-Web/BalanceIngresoGasto.jsp HTTP/1.1" 200 2375
